interval_begin,price_gen_energy,price_gen_lower_reg,price_gen_raise_reg
2021-08-01 00:00:00+10:00,132.47,17.52,24.9
2021-08-01 00:05:00+10:00,117.0,13.7,18.4
2021-08-01 00:10:00+10:00,117.0,10.7,12.75
2021-08-01 00:15:00+10:00,117.0,10.6,12.75
2021-08-01 00:20:00+10:00,84.3046,10.6,12.75
2021-08-01 00:25:00+10:00,115.77,10.6,12.75
2021-08-01 00:30:00+10:00,147.44,10.6,12.75
2021-08-01 00:35:00+10:00,147.44,10.6,12.75
2021-08-01 00:40:00+10:00,147.44,10.6,12.75
2021-08-01 00:45:00+10:00,149.99,10.6,12.75
2021-08-01 00:50:00+10:00,147.44,10.7,12.75
2021-08-01 00:55:00+10:00,149.99,10.7,12.75
2021-08-01 01:00:00+10:00,147.44,10.6,13.0
2021-08-01 01:05:00+10:00,149.99,10.6,12.75
2021-08-01 01:10:00+10:00,147.44,10.6,12.75
2021-08-01 01:15:00+10:00,147.44,10.6,12.75
2021-08-01 01:20:00+10:00,147.44,10.6,12.75
2021-08-01 01:25:00+10:00,147.44,10.7,13.8
2021-08-01 01:30:00+10:00,124.01,10.6,13.99
2021-08-01 01:35:00+10:00,118.0,10.7,13.8
2021-08-01 01:40:00+10:00,139.28,13.8,18.33
2021-08-01 01:45:00+10:00,113.62,13.7,13.99
2021-08-01 01:50:00+10:00,118.0,17.52,12.75
2021-08-01 01:55:00+10:00,46.4943,10.78,12.75
2021-08-01 02:00:00+10:00,118.0,10.81,24.9
2021-08-01 02:05:00+10:00,118.0,10.6,24.9
2021-08-01 02:10:00+10:00,134.376,10.6,29.3763
2021-08-01 02:15:00+10:00,247.0,10.7,24.9
2021-08-01 02:20:00+10:00,117.0,10.7,18.4
2021-08-01 02:25:00+10:00,117.0,10.7,20.8743
2021-08-01 02:30:00+10:00,122.285,13.7,24.9
2021-08-01 02:35:00+10:00,130.129,15.0,44.6051
2021-08-01 02:40:00+10:00,117.0,17.52,29.26
2021-08-01 02:45:00+10:00,117.0,15.0,24.9
2021-08-01 02:50:00+10:00,39.7512,15.0,24.9
2021-08-01 02:55:00+10:00,39.1976,17.52,24.9
2021-08-01 03:00:00+10:00,114.999,20.9,18.4
2021-08-01 03:05:00+10:00,27.1132,18.98,18.4
2021-08-01 03:10:00+10:00,35.8319,20.9,18.4
2021-08-01 03:15:00+10:00,38.5764,35.0,15.0
2021-08-01 03:20:00+10:00,38.5928,35.2084,25.0
2021-08-01 03:25:00+10:00,56.74,25.5901,30.0
2021-08-01 03:30:00+10:00,20.63,67.2205,18.4
2021-08-01 03:35:00+10:00,12.2238,58.6192,20.68
2021-08-01 03:40:00+10:00,11.6263,82.29,14.7
2021-08-01 03:45:00+10:00,10.0074,45.4,18.4
2021-08-01 03:50:00+10:00,10.3717,45.4,18.4
2021-08-01 03:55:00+10:00,3.74172,62.2302,18.4
2021-08-01 04:00:00+10:00,13.7438,45.4,18.4
2021-08-01 04:05:00+10:00,18.0317,58.92,18.4
2021-08-01 04:10:00+10:00,10.9251,37.6682,18.4
2021-08-01 04:15:00+10:00,18.6347,20.9,18.4
2021-08-01 04:20:00+10:00,19.0106,20.8,18.4
2021-08-01 04:25:00+10:00,15.6012,18.99,18.4
2021-08-01 04:30:00+10:00,37.07,20.8,24.9
2021-08-01 04:35:00+10:00,38.0152,18.99,24.9
2021-08-01 04:40:00+10:00,162.689,17.52,24.9
2021-08-01 04:45:00+10:00,161.89,15.0,24.9
2021-08-01 04:50:00+10:00,161.89,13.8,24.9
2021-08-01 04:55:00+10:00,149.99,13.7,24.9
2021-08-01 05:00:00+10:00,99.26,10.81,32.8407
2021-08-01 05:05:00+10:00,148.64,10.7,31.95
2021-08-01 05:10:00+10:00,198.45,10.81,30.0
2021-08-01 05:15:00+10:00,172.94,10.7,30.3
2021-08-01 05:20:00+10:00,139.29,10.7,30.3
2021-08-01 05:25:00+10:00,149.99,10.6,30.3
2021-08-01 05:30:00+10:00,172.94,10.7,47.1294
2021-08-01 05:35:00+10:00,149.99,10.7,30.3
2021-08-01 05:40:00+10:00,149.99,10.6,30.3
2021-08-01 05:45:00+10:00,149.99,10.6,31.2435
2021-08-01 05:50:00+10:00,139.39,10.6,52.6601
2021-08-01 05:55:00+10:00,99.26,10.6,55.4316
2021-08-01 06:00:00+10:00,99.26,18.2727,30.3
2021-08-01 06:05:00+10:00,82.8299,14.0,24.9
2021-08-01 06:10:00+10:00,38.0881,18.1364,24.9
2021-08-01 06:15:00+10:00,39.0177,17.95,30.0
2021-08-01 06:20:00+10:00,116.68,14.0,24.9
2021-08-01 06:25:00+10:00,99.26,13.9,30.51
2021-08-01 06:30:00+10:00,99.26,13.7,63.0
2021-08-01 06:35:00+10:00,138.18,10.6,24.9
2021-08-01 06:40:00+10:00,67.8889,10.6,59.99
2021-08-01 06:45:00+10:00,82.8011,14.0,56.4634
2021-08-01 06:50:00+10:00,117.44,10.6,24.9
2021-08-01 06:55:00+10:00,82.7968,14.0,59.99
2021-08-01 07:00:00+10:00,66.2565,18.98,63.0
2021-08-01 07:05:00+10:00,117.07,11.25,24.9
2021-08-01 07:10:00+10:00,70.0815,13.7,46.0
2021-08-01 07:15:00+10:00,82.2614,13.7,25.0
2021-08-01 07:20:00+10:00,70.9024,10.6,56.8335
2021-08-01 07:25:00+10:00,71.8145,10.6,24.9
2021-08-01 07:30:00+10:00,52.1662,14.0,44.2249
2021-08-01 07:35:00+10:00,72.4656,10.6,24.9
2021-08-01 07:40:00+10:00,56.21,13.9664,45.86
2021-08-01 07:45:00+10:00,54.827,10.78,24.9
2021-08-01 07:50:00+10:00,45.1315,18.98,24.9
2021-08-01 07:55:00+10:00,36.1603,18.98,46.1488
2021-08-01 08:00:00+10:00,56.21,13.8,41.4895
2021-08-01 08:05:00+10:00,76.5462,13.8,40.8807
2021-08-01 08:10:00+10:00,117.876,13.8,30.3
2021-08-01 08:15:00+10:00,99.26,13.8,51.2679
2021-08-01 08:20:00+10:00,87.07,16.9699,40.3184
2021-08-01 08:25:00+10:00,15.0979,13.8,29.4274
2021-08-01 08:30:00+10:00,30.1006,13.8,30.3
2021-08-01 08:35:00+10:00,81.8962,13.8,22.2876
2021-08-01 08:40:00+10:00,67.2642,25.0,30.3
2021-08-01 08:45:00+10:00,127.559,17.0311,18.4
2021-08-01 08:50:00+10:00,70.1867,18.98,33.73
2021-08-01 08:55:00+10:00,56.21,18.98,63.8497
2021-08-01 09:00:00+10:00,172.94,15.0,41.62
2021-08-01 09:05:00+10:00,172.94,14.0,56.68
2021-08-01 09:10:00+10:00,99.26,18.74,30.3
2021-08-01 09:15:00+10:00,117.44,17.52,30.3
2021-08-01 09:20:00+10:00,99.26,13.8,42.1502
2021-08-01 09:25:00+10:00,43.2238,13.8,20.68
2021-08-01 09:30:00+10:00,33.7637,13.7,15.0
2021-08-01 09:35:00+10:00,25.2523,13.8,9.65
2021-08-01 09:40:00+10:00,23.1425,13.7,11.68
2021-08-01 09:45:00+10:00,31.3763,13.7,11.68
2021-08-01 09:50:00+10:00,32.9353,13.7,12.75
2021-08-01 09:55:00+10:00,40.6456,13.7,11.68
2021-08-01 10:00:00+10:00,39.1915,13.7,15.0
2021-08-01 10:05:00+10:00,39.536,13.7,12.75
2021-08-01 10:10:00+10:00,34.2455,13.7,20.68
2021-08-01 10:15:00+10:00,47.3983,14.0,20.68
2021-08-01 10:20:00+10:00,37.4375,13.7,30.3
2021-08-01 10:25:00+10:00,33.7013,13.71,23.73
2021-08-01 10:30:00+10:00,136.29,13.7,10.0
2021-08-01 10:35:00+10:00,13.5158,13.7,28.2554
2021-08-01 10:40:00+10:00,12.147,13.7,30.0
2021-08-01 10:45:00+10:00,10.0696,13.71,14.73
2021-08-01 10:50:00+10:00,-0.11046,13.71,9.65
2021-08-01 10:55:00+10:00,0.0,13.71,7.87
2021-08-01 11:00:00+10:00,-21.235,15.0,14.73
2021-08-01 11:05:00+10:00,-6.00508,13.7,12.67
2021-08-01 11:10:00+10:00,-2.16295,15.0,11.68
2021-08-01 11:15:00+10:00,-5.34267,15.0,12.67
2021-08-01 11:20:00+10:00,-61.994,20.9,29.99
2021-08-01 11:25:00+10:00,-61.6834,17.52,23.72
2021-08-01 11:30:00+10:00,-20.9432,20.9,11.68
2021-08-01 11:35:00+10:00,-6.29932,25.0382,21.8095
2021-08-01 11:40:00+10:00,-25.9139,17.52,23.73
2021-08-01 11:45:00+10:00,-31.508,13.9,25.1
2021-08-01 11:50:00+10:00,-33.1565,13.8,23.72
2021-08-01 11:55:00+10:00,-2.22051,13.71,23.72
2021-08-01 12:00:00+10:00,-5.73257,15.0,29.99
2021-08-01 12:05:00+10:00,-31.6932,13.71,23.72
2021-08-01 12:10:00+10:00,-29.6475,13.8,28.89
2021-08-01 12:15:00+10:00,-29.5151,13.71,20.68
2021-08-01 12:20:00+10:00,-30.6439,17.52,24.5099
2021-08-01 12:25:00+10:00,-28.8609,17.52,25.9923
2021-08-01 12:30:00+10:00,-31.3079,20.81,29.07
2021-08-01 12:35:00+10:00,-21.4505,18.98,13.5696
2021-08-01 12:40:00+10:00,-61.9053,20.9,28.89
2021-08-01 12:45:00+10:00,-36.5949,18.98,12.48
2021-08-01 12:50:00+10:00,-30.1622,18.98,12.48
2021-08-01 12:55:00+10:00,-30.3291,17.52,12.67
2021-08-01 13:00:00+10:00,-18.0668,17.52,12.75
2021-08-01 13:05:00+10:00,-4.78498,13.8,23.72
2021-08-01 13:10:00+10:00,-1.76751,13.8,15.0
2021-08-01 13:15:00+10:00,-18.4665,13.7,12.48
2021-08-01 13:20:00+10:00,-2.25988,13.7,29.99
2021-08-01 13:25:00+10:00,-18.3719,13.8,29.99
2021-08-01 13:30:00+10:00,-18.0802,18.98,29.99
2021-08-01 13:35:00+10:00,-34.7997,20.9,29.99
2021-08-01 13:40:00+10:00,-4.58031,20.9,27.2845
2021-08-01 13:45:00+10:00,-34.8046,20.81,29.99
2021-08-01 13:50:00+10:00,-2.05097,20.9,29.99
2021-08-01 13:55:00+10:00,0.0,19.0001,29.99
2021-08-01 14:00:00+10:00,-21.3936,18.98,18.6031
2021-08-01 14:05:00+10:00,-22.535,18.98,17.5361
2021-08-01 14:10:00+10:00,-1e-05,18.98,29.99
2021-08-01 14:15:00+10:00,0.01896,17.52,23.72
2021-08-01 14:20:00+10:00,9.50229,15.0,25.59
2021-08-01 14:25:00+10:00,4.77537,15.0,23.72
2021-08-01 14:30:00+10:00,4.77434,17.95,23.72
2021-08-01 14:35:00+10:00,0.01867,18.98,29.99
2021-08-01 14:40:00+10:00,0.01877,13.9,20.68
2021-08-01 14:45:00+10:00,-1.32614,13.8,17.0634
2021-08-01 14:50:00+10:00,-0.81656,13.7,21.5599
2021-08-01 14:55:00+10:00,9.0358,13.8,20.68
2021-08-01 15:00:00+10:00,-0.78746,15.0,29.99
2021-08-01 15:05:00+10:00,-0.76389,15.0,20.5886
2021-08-01 15:10:00+10:00,-8.25493,15.0,20.68
2021-08-01 15:15:00+10:00,-31.5191,15.0,29.99
2021-08-01 15:20:00+10:00,-28.9389,13.8,29.0497
2021-08-01 15:25:00+10:00,-23.9329,13.8,29.99
2021-08-01 15:30:00+10:00,-35.95,10.7,25.0
2021-08-01 15:35:00+10:00,-31.1437,10.78,29.99
2021-08-01 15:40:00+10:00,12.4795,13.79,14.2407
2021-08-01 15:45:00+10:00,8.94115,13.7,14.73
2021-08-01 15:50:00+10:00,9.27843,10.7,14.73
2021-08-01 15:55:00+10:00,13.5155,13.8,14.73
2021-08-01 16:00:00+10:00,32.4067,10.6,80.76
2021-08-01 16:05:00+10:00,31.0391,10.6,33.73
2021-08-01 16:10:00+10:00,27.6212,10.7,30.0
2021-08-01 16:15:00+10:00,45.2497,10.6,33.81
2021-08-01 16:20:00+10:00,74.1911,10.6,63.0
2021-08-01 16:25:00+10:00,128.749,10.6,118.213
2021-08-01 16:30:00+10:00,76.9898,31.81,89.92
2021-08-01 16:35:00+10:00,67.3093,31.81,218.81
2021-08-01 16:40:00+10:00,66.7351,20.0,24.9
2021-08-01 16:45:00+10:00,105.864,18.98,55.5139
2021-08-01 16:50:00+10:00,78.6232,13.7,32.0
2021-08-01 16:55:00+10:00,66.5061,11.0618,24.9
2021-08-01 17:00:00+10:00,51.7876,24.2,14.73
2021-08-01 17:05:00+10:00,86.42,13.7,18.4
2021-08-01 17:10:00+10:00,139.236,21.0,77.32
2021-08-01 17:15:00+10:00,137.924,13.7,30.0
2021-08-01 17:20:00+10:00,156.051,10.6,30.0
2021-08-01 17:25:00+10:00,191.484,10.6,57.9616
2021-08-01 17:30:00+10:00,322.145,7.5,179.5
2021-08-01 17:35:00+10:00,172.94,3.8,83.8166
2021-08-01 17:40:00+10:00,316.959,7.5,206.272
2021-08-01 17:45:00+10:00,323.567,3.7,127.0
2021-08-01 17:50:00+10:00,318.518,7.73,203.015
2021-08-01 17:55:00+10:00,351.129,3.7,203.449
2021-08-01 18:00:00+10:00,334.162,14.0,183.781
2021-08-01 18:05:00+10:00,379.95,20.9,144.704
2021-08-01 18:10:00+10:00,249.0,13.9,106.99
2021-08-01 18:15:00+10:00,373.953,10.6,217.092
2021-08-01 18:20:00+10:00,213.566,10.78,76.5763
2021-08-01 18:25:00+10:00,188.06,7.5,54.32
2021-08-01 18:30:00+10:00,344.067,5.95,202.057
2021-08-01 18:35:00+10:00,245.0,5.95,144.063
2021-08-01 18:40:00+10:00,194.944,5.95,59.0
2021-08-01 18:45:00+10:00,201.01,5.95,59.0
2021-08-01 18:50:00+10:00,195.99,5.95,59.0
2021-08-01 18:55:00+10:00,271.13,5.95,84.73
2021-08-01 19:00:00+10:00,379.98,5.95,48.0
2021-08-01 19:05:00+10:00,379.95,5.95,84.73
2021-08-01 19:10:00+10:00,172.94,5.95,33.73
2021-08-01 19:15:00+10:00,181.256,5.95,36.354
2021-08-01 19:20:00+10:00,149.99,5.95,15.0
2021-08-01 19:25:00+10:00,158.758,5.95,13.73
2021-08-01 19:30:00+10:00,147.82,5.95,14.73
2021-08-01 19:35:00+10:00,149.99,5.95,13.35
2021-08-01 19:40:00+10:00,150.98,5.95,13.99
2021-08-01 19:45:00+10:00,149.45,5.95,12.75
2021-08-01 19:50:00+10:00,139.564,5.95,12.75
2021-08-01 19:55:00+10:00,149.99,5.95,12.75
2021-08-01 20:00:00+10:00,145.46,5.95,12.75
2021-08-01 20:05:00+10:00,149.99,5.95,12.75
2021-08-01 20:10:00+10:00,149.99,7.5,12.75
2021-08-01 20:15:00+10:00,117.0,7.5,12.75
2021-08-01 20:20:00+10:00,118.0,5.95,12.75
2021-08-01 20:25:00+10:00,117.0,5.95,12.75
2021-08-01 20:30:00+10:00,92.9123,5.95,14.73
2021-08-01 20:35:00+10:00,92.1063,5.95,19.5785
2021-08-01 20:40:00+10:00,128.796,20.0,17.8822
2021-08-01 20:45:00+10:00,132.545,14.73,20.0
2021-08-01 20:50:00+10:00,87.07,13.7,18.65
2021-08-01 20:55:00+10:00,86.42,13.2104,18.802
2021-08-01 21:00:00+10:00,159.849,5.95,44.0288
2021-08-01 21:05:00+10:00,148.99,5.95,24.9
2021-08-01 21:10:00+10:00,148.815,5.95,24.9
2021-08-01 21:15:00+10:00,142.49,7.5,24.9
2021-08-01 21:20:00+10:00,101.229,5.95,24.9
2021-08-01 21:25:00+10:00,78.6579,7.73,24.9
2021-08-01 21:30:00+10:00,145.07,10.6,24.9
2021-08-01 21:35:00+10:00,131.774,10.88,24.9
2021-08-01 21:40:00+10:00,111.099,10.6,24.9
2021-08-01 21:45:00+10:00,87.44,10.6,24.9
2021-08-01 21:50:00+10:00,87.44,10.6,24.9
2021-08-01 21:55:00+10:00,76.4618,10.6,24.9
2021-08-01 22:00:00+10:00,147.086,14.0,30.3
2021-08-01 22:05:00+10:00,145.969,10.6,30.3
2021-08-01 22:10:00+10:00,143.824,10.6,30.3
2021-08-01 22:15:00+10:00,114.44,10.6,28.9895
2021-08-01 22:20:00+10:00,97.8548,10.6,24.9
2021-08-01 22:25:00+10:00,87.44,10.7,24.9
2021-08-01 22:30:00+10:00,111.08,10.7,28.2
2021-08-01 22:35:00+10:00,122.04,14.73,30.0
2021-08-01 22:40:00+10:00,112.373,10.6,26.9231
2021-08-01 22:45:00+10:00,116.011,17.52,30.0
2021-08-01 22:50:00+10:00,91.2078,13.7,24.9
2021-08-01 22:55:00+10:00,77.7434,13.7,24.9
2021-08-01 23:00:00+10:00,135.908,10.7,30.3
2021-08-01 23:05:00+10:00,115.432,10.6,28.2
2021-08-01 23:10:00+10:00,115.45,10.6,30.0
2021-08-01 23:15:00+10:00,89.0675,10.6,24.9
2021-08-01 23:20:00+10:00,89.0675,10.6,24.9
2021-08-01 23:25:00+10:00,88.9103,10.6,24.9
2021-08-01 23:30:00+10:00,129.692,10.7,30.0
2021-08-01 23:35:00+10:00,79.7754,10.7,24.9
2021-08-01 23:40:00+10:00,103.87,10.7,24.9
2021-08-01 23:45:00+10:00,81.9436,10.7,24.9
2021-08-01 23:50:00+10:00,74.5623,10.7,24.9
2021-08-01 23:55:00+10:00,73.3729,10.7,24.9
2021-08-02 00:00:00+10:00,83.9405,10.7,24.9
2021-08-02 00:05:00+10:00,73.7878,10.7,24.9
2021-08-02 00:10:00+10:00,69.759,10.6,24.9
2021-08-02 00:15:00+10:00,68.3481,10.6,24.9
2021-08-02 00:20:00+10:00,67.9073,10.6,24.9
2021-08-02 00:25:00+10:00,54.988,10.7,18.4
2021-08-02 00:30:00+10:00,93.0034,10.7,30.3
2021-08-02 00:35:00+10:00,87.44,10.7,24.9
2021-08-02 00:40:00+10:00,45.9029,13.7,23.7
2021-08-02 00:45:00+10:00,39.137,10.7,7.99
2021-08-02 00:50:00+10:00,54.4561,14.0,12.75
2021-08-02 00:55:00+10:00,40.3662,13.7,7.99
2021-08-02 01:00:00+10:00,53.816,10.7,12.9101
2021-08-02 01:05:00+10:00,49.6319,10.7,12.75
2021-08-02 01:10:00+10:00,39.5262,13.7,12.75
2021-08-02 01:15:00+10:00,41.9817,10.7,7.99
2021-08-02 01:20:00+10:00,40.584,10.7,7.99
2021-08-02 01:25:00+10:00,39.6473,10.7,7.99
2021-08-02 01:30:00+10:00,38.6328,10.7,7.99
2021-08-02 01:35:00+10:00,29.572,10.7,7.99
2021-08-02 01:40:00+10:00,30.4226,10.7,7.99
2021-08-02 01:45:00+10:00,31.0581,10.7,7.99
2021-08-02 01:50:00+10:00,31.0581,10.7,7.99
2021-08-02 01:55:00+10:00,24.47,10.7,7.87
2021-08-02 02:00:00+10:00,12.6871,10.7,13.99
2021-08-02 02:05:00+10:00,20.63,17.52,12.75
2021-08-02 02:10:00+10:00,9.17644,13.8,12.75
2021-08-02 02:15:00+10:00,9.05996,10.7,13.99
2021-08-02 02:20:00+10:00,9.20619,15.0,12.75
2021-08-02 02:25:00+10:00,8.90381,13.7,13.99
2021-08-02 02:30:00+10:00,9.44299,15.0,12.9101
2021-08-02 02:35:00+10:00,8.91499,13.7,12.6801
2021-08-02 02:40:00+10:00,8.9194,10.81,13.4209
2021-08-02 02:45:00+10:00,8.87118,10.78,15.0
2021-08-02 02:50:00+10:00,8.92062,10.78,13.3709
2021-08-02 02:55:00+10:00,8.87456,13.7,13.427
2021-08-02 03:00:00+10:00,8.91174,10.7,8.05001
2021-08-02 03:05:00+10:00,8.92188,10.7,8.69945
2021-08-02 03:10:00+10:00,8.87556,13.8,13.99
2021-08-02 03:15:00+10:00,8.8751,13.7,12.75
2021-08-02 03:20:00+10:00,8.87622,14.0,7.99
2021-08-02 03:25:00+10:00,8.77014,13.7,7.99
2021-08-02 03:30:00+10:00,8.82899,13.7,7.99
2021-08-02 03:35:00+10:00,4.86266,10.7,7.99
2021-08-02 03:40:00+10:00,4.91647,10.7,7.99
2021-08-02 03:45:00+10:00,4.86404,10.7,7.99
2021-08-02 03:50:00+10:00,4.86433,10.7,7.99
2021-08-02 03:55:00+10:00,4.86372,10.7,7.99
2021-08-02 04:00:00+10:00,0.18563,13.7,12.75
2021-08-02 04:05:00+10:00,0.01952,10.7,12.75
2021-08-02 04:10:00+10:00,0.02005,14.0,12.75
2021-08-02 04:15:00+10:00,5.0211,15.0,12.75
2021-08-02 04:20:00+10:00,5.02049,15.0,12.75
2021-08-02 04:25:00+10:00,5.02056,15.0,12.75
2021-08-02 04:30:00+10:00,-36.8827,20.9,12.75
2021-08-02 04:35:00+10:00,0.29754,18.98,25.0
2021-08-02 04:40:00+10:00,-0.55619,14.0,20.78
2021-08-02 04:45:00+10:00,-0.55794,13.8,25.0
2021-08-02 04:50:00+10:00,-30.6393,13.8,29.99
2021-08-02 04:55:00+10:00,4.99785,15.0,15.0
2021-08-02 05:00:00+10:00,1.14509,10.6,8.0
2021-08-02 05:05:00+10:00,3.03399,10.6,7.99
2021-08-02 05:10:00+10:00,3.4158,10.6,7.99
2021-08-02 05:15:00+10:00,5.68226,10.6,7.99
2021-08-02 05:20:00+10:00,8.67975,13.7,11.68
2021-08-02 05:25:00+10:00,14.3197,13.7,11.0
2021-08-02 05:30:00+10:00,8.76731,14.0,7.99
2021-08-02 05:35:00+10:00,16.0416,13.8,7.99
2021-08-02 05:40:00+10:00,16.4962,13.7,7.99
2021-08-02 05:45:00+10:00,21.2648,10.7,7.99
2021-08-02 05:50:00+10:00,9.12702,13.8,7.99
2021-08-02 05:55:00+10:00,39.7477,12.6875,12.67
2021-08-02 06:00:00+10:00,41.5224,13.7,12.75
2021-08-02 06:05:00+10:00,40.4188,13.7,12.75
2021-08-02 06:10:00+10:00,52.6385,13.7,7.99
2021-08-02 06:15:00+10:00,47.1651,13.7,10.98
2021-08-02 06:20:00+10:00,43.0266,14.0,7.99
2021-08-02 06:25:00+10:00,34.9352,13.7,8.0
2021-08-02 06:30:00+10:00,37.234,18.98,12.75
2021-08-02 06:35:00+10:00,41.4031,13.7,13.35
2021-08-02 06:40:00+10:00,50.2803,10.6,12.75
2021-08-02 06:45:00+10:00,52.0852,10.6,12.75
2021-08-02 06:50:00+10:00,67.2066,10.6,12.75
2021-08-02 06:55:00+10:00,99.0025,10.6,18.4
2021-08-02 07:00:00+10:00,65.0171,10.6,18.4
2021-08-02 07:05:00+10:00,71.8219,10.6,36.0547
2021-08-02 07:10:00+10:00,79.43,10.6,21.3008
2021-08-02 07:15:00+10:00,120.181,18.98,24.9
2021-08-02 07:20:00+10:00,118.194,13.7,24.9
2021-08-02 07:25:00+10:00,67.9112,10.6,18.4
2021-08-02 07:30:00+10:00,64.8909,10.6,24.9
2021-08-02 07:35:00+10:00,73.2113,10.6,24.9
2021-08-02 07:40:00+10:00,88.7573,14.7765,23.73
2021-08-02 07:45:00+10:00,76.6308,13.7,18.4
2021-08-02 07:50:00+10:00,75.4561,10.78,21.1846
2021-08-02 07:55:00+10:00,76.5243,10.78,21.7705
2021-08-02 08:00:00+10:00,76.1662,10.89,24.9
2021-08-02 08:05:00+10:00,68.7725,10.89,26.7301
2021-08-02 08:10:00+10:00,69.134,10.89,24.9
2021-08-02 08:15:00+10:00,52.8061,10.89,24.5288
2021-08-02 08:20:00+10:00,56.1782,10.89,17.79
2021-08-02 08:25:00+10:00,36.8204,13.7,12.75
2021-08-02 08:30:00+10:00,87.07,13.8,24.9
2021-08-02 08:35:00+10:00,87.07,10.89,23.7
2021-08-02 08:40:00+10:00,148.99,10.89,18.4
2021-08-02 08:45:00+10:00,87.07,13.7,17.77
2021-08-02 08:50:00+10:00,76.2169,13.7,18.4
2021-08-02 08:55:00+10:00,87.07,10.89,18.4
2021-08-02 09:00:00+10:00,87.07,13.7,12.75
2021-08-02 09:05:00+10:00,87.07,14.8454,7.87
2021-08-02 09:10:00+10:00,87.07,17.52,7.87
2021-08-02 09:15:00+10:00,87.07,14.0,11.0
2021-08-02 09:20:00+10:00,79.22,16.22,7.87
2021-08-02 09:25:00+10:00,79.44,15.0,7.87
2021-08-02 09:30:00+10:00,204.473,17.52,9.65
2021-08-02 09:35:00+10:00,46.9144,10.7,11.0
2021-08-02 09:40:00+10:00,72.1466,13.7,5.5
2021-08-02 09:45:00+10:00,87.07,10.6,5.44
2021-08-02 09:50:00+10:00,87.07,10.6,5.44
2021-08-02 09:55:00+10:00,97.3189,10.7,5.44
2021-08-02 10:00:00+10:00,133.867,10.7,25.0
2021-08-02 10:05:00+10:00,139.28,18.98,8.60491
2021-08-02 10:10:00+10:00,-11.7583,13.7,12.7874
2021-08-02 10:15:00+10:00,-28.7564,13.7,7.87
2021-08-02 10:20:00+10:00,-29.4346,13.7,7.87
2021-08-02 10:25:00+10:00,-29.7504,13.7,7.87
2021-08-02 10:30:00+10:00,-5.10488,18.99,12.7874
2021-08-02 10:35:00+10:00,-23.2601,13.8,12.7463
2021-08-02 10:40:00+10:00,-30.4129,13.8,11.68
2021-08-02 10:45:00+10:00,-30.2069,13.7,11.68
2021-08-02 10:50:00+10:00,-30.3636,13.8,11.0
2021-08-02 10:55:00+10:00,-4.97332,15.0,5.45
2021-08-02 11:00:00+10:00,-22.4953,18.98,9.99
2021-08-02 11:05:00+10:00,-31.1712,15.0,7.99
2021-08-02 11:10:00+10:00,-23.7121,18.98,7.99
2021-08-02 11:15:00+10:00,-20.9662,15.0,7.99
2021-08-02 11:20:00+10:00,-30.0599,13.8,7.99
2021-08-02 11:25:00+10:00,-30.2673,10.7,11.73
2021-08-02 11:30:00+10:00,-22.4391,14.0,11.0
2021-08-02 11:35:00+10:00,-31.6797,10.7,7.99
2021-08-02 11:40:00+10:00,-31.4096,10.6,7.99
2021-08-02 11:45:00+10:00,-31.0336,10.6,7.99
2021-08-02 11:50:00+10:00,-31.6889,10.6,7.99
2021-08-02 11:55:00+10:00,-32.1847,10.6,7.99
2021-08-02 12:00:00+10:00,-25.3109,10.7,12.5
2021-08-02 12:05:00+10:00,-33.5386,10.7,11.68
2021-08-02 12:10:00+10:00,-33.4102,10.75,11.68
2021-08-02 12:15:00+10:00,-33.3594,10.6,11.0
2021-08-02 12:20:00+10:00,-33.5379,10.6,7.99
2021-08-02 12:25:00+10:00,-26.1108,10.7,11.0
2021-08-02 12:30:00+10:00,-24.3404,14.0,11.68
2021-08-02 12:35:00+10:00,-33.4283,10.6,11.68
2021-08-02 12:40:00+10:00,-33.9573,14.0,9.68
2021-08-02 12:45:00+10:00,-33.9088,14.2999,9.67
2021-08-02 12:50:00+10:00,-33.0701,14.0,11.0
2021-08-02 12:55:00+10:00,-33.0973,15.0,12.5
2021-08-02 13:00:00+10:00,-31.9003,9.28991,12.7463
2021-08-02 13:05:00+10:00,-32.0716,9.28974,10.571
2021-08-02 13:10:00+10:00,-31.8498,9.24,7.99
2021-08-02 13:15:00+10:00,-32.5722,9.24,11.0
2021-08-02 13:20:00+10:00,-32.0231,7.5,8.24632
2021-08-02 13:25:00+10:00,-32.0188,7.5,7.99
2021-08-02 13:30:00+10:00,-38.9665,10.6,23.1475
2021-08-02 13:35:00+10:00,-32.9332,9.96008,11.68
2021-08-02 13:40:00+10:00,-32.5926,10.6,7.99
2021-08-02 13:45:00+10:00,-34.1752,10.6,19.396
2021-08-02 13:50:00+10:00,-38.4085,10.6,13.99
2021-08-02 13:55:00+10:00,-34.8732,11.3302,11.68
2021-08-02 14:00:00+10:00,-32.5041,20.9,7.99
2021-08-02 14:05:00+10:00,-32.388,18.99,7.99
2021-08-02 14:10:00+10:00,-27.9422,13.7,7.99
2021-08-02 14:15:00+10:00,-24.0572,10.7,7.99
2021-08-02 14:20:00+10:00,-32.3918,15.0,8.93387
2021-08-02 14:25:00+10:00,-32.558,15.0,7.99
2021-08-02 14:30:00+10:00,-33.7158,21.3,11.0
2021-08-02 14:35:00+10:00,-33.7781,15.0,8.28737
2021-08-02 14:40:00+10:00,-33.2394,20.8502,7.99
